CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Segment,Cluster,SegmentLabel
12493,166,3,416.79,2,4,3,243,9,Champions,2,Churned
12494,10,13,1139.35,5,5,4,554,14,Champions,0,Low-Value
12497,82,1,1043.1,3,1,4,314,8,Loyal,0,Low-Value
12498,21,3,403.7,4,4,3,443,11,Champions,0,Low-Value
12500,23,13,4206.27,4,5,5,455,14,Champions,0,Low-Value
12501,315,2,2089.68,1,3,5,135,9,Champions,2,Churned
12502,96,5,3723.87,3,4,5,345,12,Champions,0,Low-Value
12503,338,1,-1126,1,1,1,111,3,At Risk,2,Churned
12504,18,4,114,4,4,2,442,10,Champions,0,Low-Value
12505,301,1,-4.5,1,1,1,111,3,At Risk,2,Churned
12506,233,1,73.5,1,1,1,111,3,At Risk,2,Churned
12507,134,4,1258.06,2,4,4,244,10,Champions,0,Low-Value
12508,26,2,398.27,4,3,3,433,10,Champions,0,Low-Value
12509,284,1,176.5,1,1,2,112,4,At Risk,2,Churned
12510,143,2,982.57,2,3,4,234,9,Champions,0,Low-Value
12512,66,2,138.03,3,3,2,332,8,Loyal,0,Low-Value
12513,85,2,586.79,3,3,3,333,9,Champions,0,Low-Value
12514,267,1,1017.68,1,1,4,114,6,Potential,2,Churned
12515,353,1,383.7,1,1,3,113,5,Potential,2,Churned
12516,78,2,1312.06,3,3,4,334,10,Champions,0,Low-Value
12517,28,6,2464.89,4,5,5,455,14,Champions,0,Low-Value
12518,1,5,2056.89,5,4,5,545,14,Champions,0,Low-Value
12519,64,1,340.84,3,1,2,312,6,Potential,0,Low-Value
12520,79,6,2582.51,3,5,5,355,13,Champions,0,Low-Value
12521,143,1,599.68,2,1,3,213,6,Potential,0,Low-Value
12522,39,2,192.72,4,3,2,432,9,Champions,0,Low-Value
12523,2,13,1745.57,5,5,4,554,14,Champions,0,Low-Value
12524,9,8,4485.72,5,5,5,555,15,Champions,0,Low-Value
12526,1,3,1316.66,5,4,4,544,13,Champions,0,Low-Value
12527,82,3,348.71,3,4,3,343,10,Champions,0,Low-Value
12528,9,8,1922.28,5,5,5,555,15,Champions,0,Low-Value
12530,60,5,1623.63,3,4,4,344,11,Champions,0,Low-Value
12531,15,1,125.22,5,1,2,512,8,Loyal,0,Low-Value
12532,30,1,349.83,4,1,3,413,8,Loyal,0,Low-Value
12534,131,1,1089.18,2,1,4,214,7,Loyal,0,Low-Value
12535,92,2,716.35,3,3,3,333,9,Champions,0,Low-Value
12536,8,5,4106.82,5,4,5,545,14,Champions,0,Low-Value
12538,29,1,363.95,4,1,3,413,8,Loyal,0,Low-Value
12539,22,5,3852.5,4,4,5,445,13,Champions,0,Low-Value
12540,20,19,13309.04,4,5,5,455,14,Champions,3,Promising
12541,30,3,981.18,4,4,4,444,12,Champions,0,Low-Value
12544,30,2,355.7,4,3,3,433,10,Champions,0,Low-Value
12545,75,2,1000.39,3,3,4,334,10,Champions,0,Low-Value
12546,47,3,1141.5,3,4,4,344,11,Champions,0,Low-Value
12547,198,2,207.8,2,3,2,232,7,Loyal,2,Churned
12548,166,1,95.2,2,1,1,211,4,At Risk,2,Churned
12550,79,1,964.83,3,1,4,314,8,Loyal,0,Low-Value
12551,358,1,168,1,1,2,112,4,At Risk,2,Churned
12552,39,2,437.82,4,3,3,433,10,Champions,0,Low-Value
12553,8,14,3652.25,5,5,5,555,15,Champions,0,Low-Value
12556,50,2,603.71,3,3,3,333,9,Champions,0,Low-Value
12557,16,5,11990.96,5,4,5,545,14,Champions,0,Low-Value
12558,2,2,0,5,3,1,531,9,Champions,0,Low-Value
12559,311,3,536.21,1,4,3,143,8,Loyal,2,Churned
12560,5,4,2101.39,5,4,5,545,14,Champions,0,Low-Value
12561,303,1,238.85,1,1,2,112,4,At Risk,2,Churned
12562,8,7,3781.74,5,5,5,555,15,Champions,0,Low-Value
12564,261,1,456.9,1,1,3,113,5,Potential,2,Churned
12565,282,2,131.17,1,3,2,132,6,Potential,2,Churned
12566,73,2,346.7,3,3,3,333,9,Champions,0,Low-Value
12567,23,11,9114.94,4,5,5,455,14,Champions,0,Low-Value
12569,2,35,4064.99,5,5,5,555,15,Champions,3,Promising
12571,40,2,519.61,4,3,3,433,10,Champions,0,Low-Value
12572,9,3,1004.72,5,4,4,544,13,Champions,0,Low-Value
12573,227,1,160.54,1,1,2,112,4,At Risk,2,Churned
12574,316,1,218.45,1,1,2,112,4,At Risk,2,Churned
12576,36,6,1306.98,4,5,4,454,13,Champions,0,Low-Value
12577,35,4,595.4,4,4,3,443,11,Champions,0,Low-Value
12578,21,4,2753.36,4,4,5,445,13,Champions,0,Low-Value
12579,73,3,410.72,3,4,3,343,10,Champions,0,Low-Value
12580,247,1,415.7,1,1,3,113,5,Potential,2,Churned
12581,40,1,197.71,4,1,2,412,7,Loyal,0,Low-Value
12582,239,2,511.36,1,3,3,133,7,Loyal,2,Churned
12583,3,18,7187.34,5,5,5,555,15,Champions,3,Promising
12584,4,18,1893.95,5,5,4,554,14,Champions,3,Promising
12585,234,4,1982.81,1,4,5,145,10,Champions,2,Churned
12586,17,2,179.94,5,3,2,532,10,Champions,0,Low-Value
12587,8,1,144,5,1,2,512,8,Loyal,0,Low-Value
12588,39,1,214.9,4,1,2,412,7,Loyal,0,Low-Value
12589,29,2,646.68,4,3,3,433,10,Champions,0,Low-Value
12590,190,3,9861.38,2,4,5,245,11,Champions,2,Churned
12591,317,1,452.85,1,1,3,113,5,Potential,2,Churned
12592,92,2,437.6,3,3,3,333,9,Champions,0,Low-Value
12593,109,3,418.1,2,4,3,243,9,Champions,0,Low-Value
12594,38,11,3320.22,4,5,5,455,14,Champions,0,Low-Value
12596,51,2,618.27,3,3,3,333,9,Champions,0,Low-Value
12597,19,5,3683.13,4,4,5,445,13,Champions,0,Low-Value
12598,10,9,3002.68,5,5,5,555,15,Champions,0,Low-Value
12599,29,7,1032.58,4,5,4,454,13,Champions,0,Low-Value
12600,29,11,2581.04,4,5,5,455,14,Champions,0,Low-Value
12601,190,6,569.56,2,5,3,253,10,Champions,2,Churned
12602,59,1,153.12,3,1,2,312,6,Potential,0,Low-Value
12603,22,1,739.2,4,1,3,413,8,Loyal,0,Low-Value
12604,79,2,254.18,3,3,2,332,8,Loyal,0,Low-Value
12605,365,1,-7.5,1,1,1,111,3,At Risk,2,Churned
12607,58,2,7.11E-15,3,3,1,331,7,Loyal,0,Low-Value
12609,78,3,1126.85,3,4,4,344,11,Champions,0,Low-Value
12610,23,7,2057.99,4,5,5,455,14,Champions,0,Low-Value
12611,52,1,1193.32,3,1,4,314,8,Loyal,0,Low-Value
12612,58,2,643.59,3,3,3,333,9,Champions,0,Low-Value
12613,31,6,3218.98,4,5,5,455,14,Champions,0,Low-Value
12614,278,1,315.6,1,1,2,112,4,At Risk,2,Churned
12615,2,4,2291.19,5,4,5,545,14,Champions,0,Low-Value
12616,85,5,657.25,3,4,3,343,10,Champions,0,Low-Value
12617,29,1,355.53,4,1,3,413,8,Loyal,0,Low-Value
12618,22,1,177.31,4,1,2,412,7,Loyal,0,Low-Value
12619,16,13,3214.81,5,5,5,555,15,Champions,0,Low-Value
12620,15,3,1339.41,5,4,4,544,13,Champions,0,Low-Value
12621,2,23,13612.07,5,5,5,555,15,Champions,3,Promising
12622,232,1,180.1,1,1,2,112,4,At Risk,2,Churned
12623,276,1,305.1,1,1,2,112,4,At Risk,2,Churned
12624,106,2,641.13,2,3,3,233,8,Loyal,0,Low-Value
12625,212,3,2614.32,2,4,5,245,11,Champions,2,Churned
12626,23,13,6388.35,4,5,5,455,14,Champions,0,Low-Value
12627,11,7,4478.53,5,5,5,555,15,Champions,0,Low-Value
12628,4,4,769.61,5,4,3,543,12,Champions,0,Low-Value
12630,10,2,1270.88,5,3,4,534,12,Champions,0,Low-Value
12631,57,1,640.5,3,1,3,313,7,Loyal,0,Low-Value
12633,59,5,2140.63,3,4,5,345,12,Champions,0,Low-Value
12635,90,2,1689.18,3,3,4,334,10,Champions,0,Low-Value
12637,67,10,5953.25,3,5,5,355,13,Champions,0,Low-Value
12638,33,1,671.69,4,1,3,413,8,Loyal,0,Low-Value
12639,239,1,486.1,1,1,3,113,5,Potential,2,Churned
12640,24,3,1174.58,4,4,4,444,12,Champions,0,Low-Value
12641,115,1,185.9,2,1,2,212,5,Potential,0,Low-Value
12642,25,3,1013.26,4,4,4,444,12,Champions,0,Low-Value
12643,128,6,3344.64,2,5,5,255,12,Champions,0,Low-Value
12644,130,1,477.91,2,1,3,213,6,Potential,0,Low-Value
12645,34,5,1755.38,4,4,4,444,12,Champions,0,Low-Value
12646,5,2,1346.97,5,3,4,534,12,Champions,0,Low-Value
12647,22,13,3669.92,4,5,5,455,14,Champions,0,Low-Value
12648,155,1,318.05,2,1,2,212,5,Potential,2,Churned
12649,107,4,603.71,2,4,3,243,9,Champions,0,Low-Value
12650,3,1,314.44,5,1,2,512,8,Loyal,0,Low-Value
12651,335,1,114,1,1,2,112,4,At Risk,2,Churned
12652,322,2,914.53,1,3,4,134,8,Loyal,2,Churned
12653,149,2,2209.85,2,3,5,235,10,Champions,0,Low-Value
12654,11,5,601.98,5,4,3,543,12,Champions,0,Low-Value
12656,17,8,3982.72,5,5,5,555,15,Champions,0,Low-Value
12657,11,5,1152.06,5,4,4,544,13,Champions,0,Low-Value
12658,19,1,686.05,4,1,3,413,8,Loyal,0,Low-Value
12659,30,1,91.68,4,1,1,411,6,Potential,0,Low-Value
12660,11,1,245.1,5,1,2,512,8,Loyal,0,Low-Value
12662,1,12,3817.08,5,5,5,555,15,Champions,0,Low-Value
12664,8,10,4863.88,5,5,5,555,15,Champions,0,Low-Value
12665,325,2,61.75,1,3,1,131,5,Potential,2,Churned
12666,359,1,-227.44,1,1,1,111,3,At Risk,2,Churned
12667,58,1,620.13,3,1,3,313,7,Loyal,0,Low-Value
12668,7,6,3743.18,5,5,5,555,15,Champions,0,Low-Value
12669,151,4,1607.73,2,4,4,244,10,Champions,0,Low-Value
12670,10,6,2986.15,5,5,5,555,15,Champions,0,Low-Value
12672,330,1,225.9,1,1,2,112,4,At Risk,2,Churned
12673,5,2,610.52,5,3,3,533,11,Champions,0,Low-Value
12674,12,7,1919.31,5,5,4,554,14,Champions,0,Low-Value
12676,25,6,1331.39,4,5,4,454,13,Champions,0,Low-Value
12678,42,13,17588.26,4,5,5,455,14,Champions,3,Promising
12679,52,9,1058.67,3,5,4,354,12,Champions,0,Low-Value
12680,1,4,862.81,5,4,4,544,13,Champions,0,Low-Value
12681,15,27,13677.59,5,5,5,555,15,Champions,3,Promising
12682,4,31,12288.22,5,5,5,555,15,Champions,3,Promising
12683,4,20,8221.09,5,5,5,555,15,Champions,3,Promising
12684,8,7,2283.63,5,5,5,555,15,Champions,0,Low-Value
12685,28,6,2863.08,4,5,5,455,14,Champions,0,Low-Value
12686,372,1,89.14,1,1,1,111,3,At Risk,2,Churned
12688,114,1,4873.81,2,1,5,215,8,Loyal,0,Low-Value
12689,26,2,1247.61,4,3,4,434,11,Champions,0,Low-Value
12690,206,1,389.01,2,1,3,213,6,Potential,2,Churned
12691,28,6,1035.8,4,5,4,454,13,Champions,0,Low-Value
12693,121,6,830.96,2,5,4,254,11,Champions,0,Low-Value
12694,70,2,869.67,3,3,4,334,10,Champions,0,Low-Value
12695,7,4,582.1,5,4,3,543,12,Champions,0,Low-Value
12697,21,5,939.02,4,4,4,444,12,Champions,0,Low-Value
12700,8,6,4867.99,5,5,5,555,15,Champions,0,Low-Value
12701,80,2,797.71,3,3,3,333,9,Champions,0,Low-Value
12702,20,1,219,4,1,2,412,7,Loyal,0,Low-Value
12703,64,2,274.7,3,3,2,332,8,Loyal,0,Low-Value
12704,7,10,2220.84,5,5,5,555,15,Champions,0,Low-Value
12705,15,14,6814.24,5,5,5,555,15,Champions,0,Low-Value
12707,292,1,603.42,1,1,3,113,5,Potential,2,Churned
12708,30,16,2616.32,4,5,5,455,14,Champions,0,Low-Value
12709,3,26,9294.1,5,5,5,555,15,Champions,3,Promising
12710,97,4,1130.57,3,4,4,344,11,Champions,0,Low-Value
12712,23,17,4241.63,4,5,5,455,14,Champions,3,Promising
12713,1,1,848.55,5,1,4,514,10,Champions,0,Low-Value
12714,9,5,4708.86,5,4,5,545,14,Champions,0,Low-Value
12715,106,1,353.86,2,1,3,213,6,Potential,0,Low-Value
12716,4,2,1053.49,5,3,4,534,12,Champions,0,Low-Value
12717,151,3,980.98,2,4,4,244,10,Champions,0,Low-Value
12718,71,1,238.25,3,1,2,312,6,Potential,0,Low-Value
12719,5,3,608.1,5,4,3,543,12,Champions,0,Low-Value
12720,3,29,5713.28,5,5,5,555,15,Champions,3,Promising
12721,32,7,2628.98,4,5,5,455,14,Champions,0,Low-Value
12722,85,6,904.33,3,5,4,354,12,Champions,0,Low-Value
12723,4,5,725.07,5,4,3,543,12,Champions,0,Low-Value
12724,5,4,1031.41,5,4,4,544,13,Champions,0,Low-Value
12725,371,1,427.8,1,1,3,113,5,Potential,2,Churned
12726,28,7,2609.1,4,5,5,455,14,Champions,0,Low-Value
12727,11,9,3947.7,5,5,5,555,15,Champions,0,Low-Value
12728,71,4,836.33,3,4,4,344,11,Champions,0,Low-Value
12729,114,1,453.01,2,1,3,213,6,Potential,0,Low-Value
12731,24,14,18793.41,4,5,5,455,14,Champions,3,Promising
12732,180,1,236.26,2,1,2,212,5,Potential,2,Churned
12733,234,1,383.95,1,1,3,113,5,Potential,2,Churned
12734,353,1,110.4,1,1,2,112,4,At Risk,2,Churned
12735,315,2,779.57,1,3,3,133,7,Loyal,2,Churned
12736,333,1,234,1,1,2,112,4,At Risk,2,Churned
12738,372,1,155.35,1,1,2,112,4,At Risk,2,Churned
12739,78,2,1013.04,3,3,4,334,10,Champions,0,Low-Value
12740,64,1,427.6,3,1,3,313,7,Loyal,0,Low-Value
12743,134,2,546.43,2,3,3,233,8,Loyal,0,Low-Value
12744,52,10,9120.39,3,5,5,355,13,Champions,0,Low-Value
12747,2,11,4196.01,5,5,5,555,15,Champions,0,Low-Value
12748,1,224,29072.1,5,5,5,555,15,Champions,1,High-Value
12749,4,8,3868.2,5,5,5,555,15,Champions,0,Low-Value
12750,129,1,275.88,2,1,2,212,5,Potential,0,Low-Value
12752,81,1,4366.78,3,1,5,315,9,Champions,0,Low-Value
12753,4,11,21024.01,5,5,5,555,15,Champions,3,Promising
12754,236,5,2949.12,1,4,5,145,10,Champions,2,Churned
12755,250,4,2203.2,1,4,5,145,10,Champions,2,Churned
12756,87,1,112.08,3,1,2,312,6,Potential,0,Low-Value
12757,16,19,4227.7,5,5,5,555,15,Champions,3,Promising
12758,117,2,2791.59,2,3,5,235,10,Champions,0,Low-Value
12759,52,3,1531.44,3,4,4,344,11,Champions,0,Low-Value
12762,8,2,1898.52,5,3,4,534,12,Champions,0,Low-Value
12763,138,2,494.08,2,3,3,233,8,Loyal,0,Low-Value
12764,317,1,1693.88,1,1,4,114,6,Potential,2,Churned
12766,4,7,6989.63,5,5,5,555,15,Champions,0,Low-Value
12769,239,1,1143.6,1,1,4,114,6,Potential,2,Churned
12770,211,1,1351.45,2,1,4,214,7,Loyal,2,Churned
12772,60,1,892.47,3,1,4,314,8,Loyal,0,Low-Value
12775,17,6,1351.24,5,5,4,554,14,Champions,0,Low-Value
12778,20,7,804.23,4,5,4,454,13,Champions,0,Low-Value
12779,21,12,3868.7,4,5,5,455,14,Champions,0,Low-Value
12781,21,5,707.72,4,4,3,443,11,Champions,0,Low-Value
12782,5,6,2273.32,5,5,5,555,15,Champions,0,Low-Value
12783,2,8,1603.87,5,5,4,554,14,Champions,0,Low-Value
12784,9,2,574.42,5,3,3,533,11,Champions,0,Low-Value
12785,3,2,305.71,5,3,2,532,10,Champions,0,Low-Value
12787,10,3,463.66,5,4,3,543,12,Champions,0,Low-Value
12789,65,1,91.85,3,1,1,311,5,Potential,0,Low-Value
12790,192,1,324.92,2,1,2,212,5,Potential,2,Churned
12791,374,1,192.6,1,1,2,112,4,At Risk,2,Churned
12792,257,1,400.54,1,1,3,113,5,Potential,2,Churned
12793,335,2,545.48,1,3,3,133,7,Loyal,2,Churned
12794,53,2,860.41,3,3,4,334,10,Champions,0,Low-Value
12795,19,1,430.48,4,1,3,413,8,Loyal,0,Low-Value
12797,360,3,194.18,1,4,2,142,7,Loyal,2,Churned
12798,10,3,6977.04,5,4,5,545,14,Champions,0,Low-Value
12802,184,2,412.58,2,3,3,233,8,Loyal,2,Churned
12808,37,3,483.65,4,4,3,443,11,Champions,0,Low-Value
12809,168,2,484.36,2,3,3,233,8,Loyal,2,Churned
12811,261,3,514.85,1,4,3,143,8,Loyal,2,Churned
12812,45,1,229.64,3,1,2,312,6,Potential,0,Low-Value
12814,102,1,125.92,2,1,2,212,5,Potential,0,Low-Value
12815,148,2,1063.46,2,3,4,234,9,Champions,0,Low-Value
12816,96,2,572.2,3,3,3,333,9,Champions,0,Low-Value
12817,281,1,166.04,1,1,2,112,4,At Risk,2,Churned
12818,178,2,1517.88,2,3,4,234,9,Champions,2,Churned
12820,3,4,942.34,5,4,4,544,13,Champions,0,Low-Value
12821,214,1,92.72,2,1,1,211,4,At Risk,2,Churned
12822,71,3,918.98,3,4,4,344,11,Champions,0,Low-Value
12823,75,5,1759.5,3,4,4,344,11,Champions,0,Low-Value
12824,60,1,397.12,3,1,3,313,7,Loyal,0,Low-Value
12826,3,8,1468.12,5,5,4,554,14,Champions,0,Low-Value
12827,6,3,430.15,5,4,3,543,12,Champions,0,Low-Value
12828,3,6,1018.71,5,5,4,554,14,Champions,0,Low-Value
12829,322,3,253.05,1,4,2,142,7,Loyal,2,Churned
12830,38,7,6748.4,4,5,5,455,14,Champions,0,Low-Value
12831,262,1,215.05,1,1,2,112,4,At Risk,2,Churned
12832,32,2,383.03,4,3,3,433,10,Champions,0,Low-Value
12833,145,1,417.38,2,1,3,213,6,Potential,0,Low-Value
12834,283,1,312.38,1,1,2,112,4,At Risk,2,Churned
12836,59,4,2612.86,3,4,5,345,12,Champions,0,Low-Value
12837,173,1,134.1,2,1,2,212,5,Potential,2,Churned
12838,34,2,683.13,4,3,3,433,10,Champions,0,Low-Value
12839,3,16,5583.62,5,5,5,555,15,Champions,3,Promising
12840,144,6,2714.27,2,5,5,255,12,Champions,0,Low-Value
12841,5,26,3876.4,5,5,5,555,15,Champions,3,Promising
12842,70,2,1118.99,3,3,4,334,10,Champions,0,Low-Value
12843,66,9,1680.76,3,5,4,354,12,Champions,0,Low-Value
12844,29,2,325.96,4,3,2,432,9,Champions,0,Low-Value
12845,267,4,354.09,1,4,3,143,8,Loyal,2,Churned
12847,22,1,871.54,4,1,4,414,9,Champions,0,Low-Value
12849,31,2,1050.89,4,3,4,434,11,Champions,0,Low-Value
12851,97,1,135.18,3,1,2,312,6,Potential,0,Low-Value
12852,290,2,299.75,1,3,2,132,6,Potential,2,Churned
12853,108,9,1881.7,2,5,4,254,11,Champions,0,Low-Value
12854,79,5,1289.15,3,4,4,344,11,Champions,0,Low-Value
12855,373,1,38.1,1,1,1,111,3,At Risk,2,Churned
12856,8,8,2162.68,5,5,5,555,15,Champions,0,Low-Value
12857,211,2,1106.4,2,3,4,234,9,Champions,2,Churned
12863,52,2,504.2,3,3,3,333,9,Champions,0,Low-Value
12864,138,1,147.12,2,1,2,212,5,Potential,0,Low-Value
12865,26,3,1548.07,4,4,4,444,12,Champions,0,Low-Value
12866,283,1,559.12,1,1,3,113,5,Potential,2,Churned
12867,26,10,3986.22,4,5,5,455,14,Champions,0,Low-Value
12868,186,6,1607.06,2,5,4,254,11,Champions,2,Churned
12870,366,1,-14.9,1,1,1,111,3,At Risk,2,Churned
12871,84,2,380.64,3,3,3,333,9,Champions,0,Low-Value
12872,327,2,599.97,1,3,3,133,7,Loyal,2,Churned
